country,title,university,url,members,summary
India,CHATBOTS AS HEALTH ASSISTANT,RMD Engineering College,https://www.atositchallenge.net/idea/chatbots-as-health-assistant/,Sreelakshmi S | Akshaya R | Swapna B | Poojitha E,"The main idea of our project is to diagnose any disease  by just getting symptoms from the patient.The purpose of the chatbot is to diagnose the disease at anywhere and at  any instant of time.This is even accessible where hospitals  are out of reach.
"
France,Elyo,centrale paris,https://www.atositchallenge.net/idea/elyo/,Meryll Dindin | Alexis Tacnet | Daniel Taylor | Hugo Martinet,"Our project was born out of the imagination of four students from Ecole Centrale Paris. We focused our thoughts on a simple ascertainment of the current technological environment: we are currently in the golden age of chatbot technology, and it would be a shame to miss such an opportunity, especially seeing it is something we feel fully capable of elaborating ourselves. After many long hours of rumination and thought on how we could contribute to the ever growing interest in this technology with our abilities, we chose to focus our efforts on a recurring problem we all experienced in our different work placements: the ever present state of the art most companies need. Despite us all working in very different environments, we all felt as thought there was progress to be made in this field, considering remedying to this problem is a tedious work for engineers, whose time would be much better spent elsewhere. Our chatbot, Elyo, positions itself as the solution to this problem. Thanks to it's minimalist and efficient interface, learning about the latest available technologies has never been simpler, whatever the size of the project. Elyo will always be able to give you access to the information you need to stay at the top of your field. Our objective is to give any company working in the field of new technologies to know what has already been done, and even study potential choices for future development or the foundations of a new project."
India,Notify the shopper,RVR & JC College of Engineering,https://www.atositchallenge.net/idea/notify-the-shopper/,jetti harika | katravulapalli vidya vivaswanth,"This idea basically aims at marketing by the shop owner to the shopper. These notifications consist of beam offers which are personalized. The idea is the shopowner in his app has a page which shows the maps. In that, he will have his shop location fixed and will also get the shoppers available nearby his store in the form of some pins.These details are retrieved from the database and using the artificial intelligence and the analytics the shopowner can analyze the type of customers. We could use the Tensor flow for analytics. In the shop also we could reduce the time spent by a shopper or billing by just recognizing the face of the shopper and the product and deduct the amount from the account. This could be done using Amazon recognition service. In this way an when the stores are linked to some e-commerce site they could access the users of that site and improve their revenue."
Canada,WaaxBot,Universite du Quebec A Rimouski,https://www.atositchallenge.net/idea/waaxbot/,Babacar THIAM | Moussa DIOP,"By the time people reach their 60s, the majority live on their own or in retirement homes. I, here, want to narrate the the very
sad story of an old man. He, one day, brought his cellphone to the store so to get it fixed as he thought it had some troubleshoots. Once arrived, and after thorough analysis of his phone, the agent told him that there was no problem with his phone cellular and that he did panick for nothing. The poor old man fell down then cried a while, he shed many tears that the agent asked him why he was feeling so bad. He replied, ''Since four month, I have received no call
from any of my child, then I thought my phone went wrong. Now I realize that this is false, it is my children who ignore me.'' now I just let you imagine this situation... Let us think of millions of old adults who feel the same pain.
Social isolation and loneliness are health risks which are not the same health issues; they may therefore also require solutions. Whatever the case is, we should take action and be fermly engaged in dessiminating social reintegration amid elderly adult.
 Before this unlucky situation reaches the boiling point, we had judged it necessary, with the chatbots and the artificial intelligence, to help them overcome their loneliness by putting them a chat platform with a bot that will be used as normal chat.
subject: assistance of elderly people in the rural areas at a distance via chatbots and IA."
Turkey,Rosie.,ATILIM University,https://www.atositchallenge.net/idea/rosie/,Kaan Yıldırım | Batuhan Aşan | Kaan Fırat | Atakan Yıldırım,A basic chatbot that diagnoses possible diseases that user may have from given symptoms with detail.The chatbot itself is designed for iOS and specialized for Turkish Republic. 
Turkey,Clever Order,Koc University,https://www.atositchallenge.net/idea/clever-order/,Alper Toygar | Cuneyt Emre Yavuz | Ilayda Akkor,"Today, worldwide food chains have a lot of workers for taking orders on their call-centers. In total, employing these people for call-centers is pretty costly. At this point, we aim to offer these food chains a better solution: Clever Order. Clever Order is basically a smart assistant designed for taking food-order. With Clever Order, orders can be taken by phone-calls or text-messages on web/mobile application. We are planning the use a chatbot which designed for this kind of conversations. After our smart assistant take the order, it sends the order to the related restaurant. If we think on the side of business partners, the maintenance cost of Clever-Order is much cheaper than current system and we believe that in the long term, all of the worldwide food chains realize that using chatbots instead of call-centers is pretty profitable. When they are looking for a proper technology, Clever-Order will be waiting for them!
"
States,My Sulli,"Columbia University, Teachers College",https://www.atositchallenge.net/idea/my-sulli/,Heidi Son | Evelina Wongosari | Minh Le | Xin Guan,"With the advent of social network services, virtual platforms instigated a new form of youth participatory culture, but  the repercussions of these progressive communication modes have not been thoroughly assessed due to the focus on the advantages of technological innovation. The areas that grave consequences can be noted are in the “playgrounds” of our youth. 54% of teens have witnessed cyberbullying online, and among them 39% have reported in observing these occurrences on facebook, while the remaining percentage attributed Youtube, Twitter, and Instagram as other cyberbullying locations (Cox, 2014).These virtual playgrounds ranging from Facebook, Twitter, Snapchat, Instagram, and many more social network services have become a mining zone for perpetrators of crime. Teenagers, adolescents who are sensitive to peer recognition and pressure are victims of the perpetual written abuse and attacks (Schneider et al., 2012). It has been found that over 50% of cyberbullied individuals are also victims of offline bullying cases in school  (Schneider et al., 2012). Thus, these potential overlap of cyberbullying and traditional bullying cases have complicated evaluating preventative measures by teachers and school administrators. The pace at which cyberbullying cases have escalated to 88% over the course of 2011-2016 according to NSPCC due to the ease at which the bullies maintain anonymity and on how accountability is harder to trace back to these individuals. In most cases, cyberbullying can be defined as insulting criticisms and harassment online via the internet, emails, and mobile communication devices (Vandebosch & Van Cleemput, 2008). The power differentials that are apparent in traditional bullying forms in most cases are hidden under the veil of anonymity in cyberbullying (Mark & Ratliffe, 2011). 

Cyberbullying has escalated on widespread scale in the past decade among adolescents through social media. This problem is critical for society due to the fact that the youth feel helpless in the face of such online abuse that occurs beyond the school environment.  My Sulli is an AI chatbot for popular social media platforms that responds  24/7  to teenagers who are dealing with cyberbullying problems in order to help relieve their  pressure and emotional distress.
"
India,Wall-E,PES University,https://www.atositchallenge.net/idea/wall-e/,Tejas Kaneria | Harsh Verma,"Chat-Bot trained to specialize in handling customer service queries and thus providing solutions. This version will be unique to every business as the customer needs and technical support varies across domains. The specific chatbot will be trained using CNN to recognize the signature queries related to the particular service/business. The chatbot will have on average a better ""technical"" understanding of the system than most customer service trained individuals. The next step would be to train the model using speech recognition to handle queries in various languages and accents. The following step would be adding any conscious experience characterized by intense mental activity and a high degree of pleasure or displeasure. Additionally, the concept of making multiple modules first and then linking and combining them to form a complete system can be implemented. Chat-Bot will have the ability to ask help from a human assistant if necessary. This sounds quite ambitious but can be implemented."
Turkey,iChef,Bahcesehir University,https://www.atositchallenge.net/idea/ichef/,ece aktaş | özcan özan,"Each year, 1.3 billion tons of food is wasted.
Wasted food corresponds to about 1 trillion dollars. Only twenty five percent of the wasted food is enough to feed 795 million people who are hungry in the world. When we consider all of this, we understand how large the waste of food is in the world. We often do not know what to do with our food that is approaching the expiration date or three or five pieces of food left in our house. We want to make a c-bot that will answer the question of what we can do with the foods whic cannot be eaten anymore.
We throw away a lot of food every day thinking we do not need it. Sometimes , we think
about that food will go bad soon or we consider that we don't have enough materials. Maybe we do not know how to evaluate them. So, what can we do with the food we have got, how can we evaluate them without throwing them away, we have an answer to the question of how to stop them. Our use is very simple and the target mass is wide (everyone can use literate). You write the materials in your hand on the c-bot. The boat tells you what you can do with the materials you wrote (maybe a few more items). "
Brazil,AutomateShop,UTFPR - Universidade Tecnológica Federal do Paraná,https://www.atositchallenge.net/idea/automateshop/,Davi Kawasaki | Vinícius Romano,"Have you ever got tired of going every week for groceries shopping? Or receive a monthly credit card bill outside your financial capacity? AutomateShop automates this with an artificial intelligence that gets all you buy and automates for the future! This means you can get a full detailed report with monthly updated budgets, besides special offers and important incoming purchase notifications!"
Russia,LamBuy,Voronezh State University,https://www.atositchallenge.net/idea/lambuy/,Renata Toktar | Nikita Varfolomeev | Alexandra Uvarova,"I think all of us often search for some things, we want to buy - new sneakers, some smart watch, unicorn horn and etc. But all this search takes a huge part of our free time we are short of. And even more it’s taken by situations when you found the thing, but store manager says “i’m sorry, it’s out of stock” and you go to another castle to look for your princess. But we’re going to offer you the way to make this process easier and nicer. LamBuy is your loyal helper, which can find all information you need on demand. Do you want “buy car event drive recorder” or ”find a unicorn” (yes, we like unicorns too much, what we can do) - just tell LamBuy about it  and it will start its work."
Romania,DeepMirror,"Colegiul National Bilingv ""George Cosbuc""",https://www.atositchallenge.net/idea/deepmirror/,Paul Bricman | Ion Orins,"DeepMirror is a software application which is designed to mimic specific human interaction through deep learning algorithms. Ranging from emulating fictional characters to simulating customer support specialists, DeepMirror provides a wide spectrum of applicability. This variety provides a large market to disrupt, from entertainment to productivity, and many tasks to be automated. The provided chatlogs are conveniently used to train custom Long Short-Term Memory models which emulate one side of the conversation. We want to create an easy to use and powerful interface which allows both users and companies to create their own bots, for both personal and commercial use. The requests will be made through a secure API, so that both a web interface and a mobile application can be used, in order to best suit the user’s needs. The generated chatbots are naturally reliable, they will hold a conversation the same way anytime, thus being predictable enough for commercial integration and humane enough for personal usage."
States,Meeting Flanner,Florida Atlantic University,https://www.atositchallenge.net/idea/meeting-flanner/,Fady Guirguis | Leonardo Canizares | Nathaniel Llorens | Andre Santos,"FLAN – Meeting Flanner

F – Fady Guirguis
L – Leonardo Canizares
A – Andre Santos
N – Nathaniel Llorens

Summary
Meeting Flanner is an intelligent AI for meetings analytics. 
It will be built to assist people with their scheduled meetings.
It will analyze meeting trends
It will provide feedback automatically after the conclusion of the meeting
It will be integrated with Circuit developed by unify

"
Senegal,Predictive and Optimization Farming Tech,"African Institute for Mathematical Sciences,Mbour,Senegal",https://www.atositchallenge.net/idea/predictive-and-optimization-farming-tech/,BENARD CHARLES NDEGE | JEREMIAH AYOCK ISHAYA | STEVEN NDUNG'U,"PFT – Group aims to develop a predictive and optimization system that can help farmers know the best crop to plant at a specific time of the year that will enable them to maximize their output and profits. The system will combine an online platform for farmers who have access to internet and offline platform to cater for the farmers in rural areas that have no access to internet. It will involve an online web page, a mobile application that is linked to the website and also a calling and texting mobile number for the offline users.

Taking into account the soil profile, weather forecast of the region, costs of the different agricultural inputs like fertilizers and pesticides to mention but a few, and worth to mention the previous market prices of different crops. The system will prioritize which crop has to be planted at the certain time of the year basing on the harvesting time and predicted price at the harvest time. It will then optimize all possibilities and present the best crop to the farmer to grow. As an added advantage, farmers can be linked to the potential buyers at the time of harvesting, therefore guaranting market for their produce.

"
Senegal,X-CaDi Solutions,"African Institute for Mathematical Sciences,Mbour,Senegal",https://www.atositchallenge.net/idea/x-cadi-solutions/,JOHN KISANGAU | MOKAYA KEOYE | KIRUI KIPNGENO,"We are developing X-CaDi Solutions to significantly help various cancer and diabetes patients to conveniently book their sessions of treatment in any government hospital close to their locations. 
With the rapid increase in lifestyle related diseases, change of technology and scarcity of medical equipment that specifically manage treatments for Cancer and Diabetes, our Platform offers tremendous advantages to the clients to instantly plan,inquire and also book a session for treatment at any government facility depending on its availability.

In Kenya, while other means of communication are available for making such arrangements for treatment, X-CaDi  Solutions is the only platform that offers this type of service in Kenya. It is logically true that most of our clients in Kenya are not able to access  and utilize the existing platforms due to the high costs as well as unreliability. As a result, X-CaDi  Solutions is here to fill the gap by providing a reliable and excellent instant services at a low cost and besides that an extra advantage of connecting our clients to a network of Healthcare solutions beyond Cancer and diabetes such as info on living a healthy lifestyle.

Since our all our services are purely online, our clients are able to login the website and access the booking information with ease. With also the development of a mobile application, this will help most of our clients to access the booking services using their smartphones conveniently. The application will be easy to use as well as the website which will give good and necessary accessibility required during the whole booking process.

"
France,Henry,CentraleSupélec,https://www.atositchallenge.net/idea/henry/,BarnabéTwitter account @ ￼ Chauvin | Arthur Quincé | Antoine Deleuze | Niels Chardon-Boucaud,"Introducing Henry, a conversational chatbot answering secondary school students’ questions. He is fully autonomous and does not require any human action to set up.

Henry can help students to progress, with entirely personalized answers. Students no longer have to search the internet, avoiding the risk of finding incomplete results or too difficult answers. Instead of that, henry asks questions to catch the student exact need.

Henry use a knowledge database to answer students questions. This database is automatically learnt in an unsupervised method, from encyclopedic sources (Wikipedia etc).

He is available in Messenger, for a very cheap subscription. Students can directly talk to Henry as they would talk with their friends, anywhere.

Schools can register all their students with tailor made pricing. Furthermore, content editors (such as teaching material) can also embed Henry on their tools, to leverage their content. For these partners, Henry can train on their specific material to avoid basic questions about the content topic.
"
Philippines,Carkila,Asia Pacific College,https://www.atositchallenge.net/idea/carkila/,Martha Salamat | Justin Omac | Brian Olores | John Ryan Pasaoa,"Carkila is a mobile application will allow users – car owners and car renters – to either list a car or rent a car. This application will allow car renters to look for a rentable vehicle according to their preferences like location, price range, seating capacity, etc. There will also be a geolocation feature that will help car renters find rentable vehicles near their location. Another feature will allow car renters to make an offer or negotiate the renting price of the vehicle. There will also be a private chat feature where users can further discuss the important details of their transaction, so they can just communicate through the app.

Carkila is a portmanteau of the words ""car"" which is the vehicle, and ""arkila"", meaning to rent. The proponents wishes to incorporate chat bots that will assist the users,  automatic pricing,  and intelligent matchmaking to provide the best option for both users. "
India,REAL  TIME  AIR  POLLUTION  MONITORING  SYSTEM  in todays world,Shri Vishnu Engineering College For Women,https://www.atositchallenge.net/idea/real-time-air-pollution-monitoring-system-in-todays-world/,Shaik Yasin Begum | Sompalli Hema Naga Lakshmi Prasanna | vineetha Chadalavada | Yandapalli Gowri Swarajya Lakshmi Sowmya,"THE MAIN AIM OF PROJECT is
To create a  tool which will monitor  the quality of air of our environment.
To explain the differnt gases present in and around the environment.
And display the result on LCD.
The main objective of the project” REAL TIME AIR POLLUTION MONITORING SYSTEM”Is to find the amount of gases present in the atmosphere which are responsible for air pollution such as CH4, NO2,LPG,and CO , to display the amount of gases using LCD, to give the indication about safe or dangerous levels in a particular area by comparing with threshold levels and save the information in the SD card.
 The data is simultaneously sent to the cloud and can be accessed at any time using internet. The  Wi-Fi  shield is used to send the data to cloud. The data can be stored in the cloud along with the time. After analyzing for few days there is a chance of getting an overview about the pollution levels in that area.
 There by the pollution  control board can suggest the government to take necessary preventive steps such as diverting the traffic in that area or construction  of flyovers. Hence the “Real –Time Air Pollution Monitoring System” will be used for analyzing and reducing the pollution and for creating the awareness among the people.
 Sensor networks are currently and active research area mainly due to the potential of the applications. And these abstract we investigate the use of real time air pollution monitoring system. With the fast growing industries, one of the greatest problems that the world is facing today is environmental pollution. 
The level of increased with times by lot of factors like the increase in population, increased level of pollution vehicle use, industrialization and urbanization which results in harmful effects on human wellbeing by directly affecting health of humans exposed to it. The proposed  real time air pollution system make use of air quality index which is  presently  not available in  some areas. These system help the society to increase the quality of their life and overall health of people at risk.
 Have the ability of to monitor and record the pollution can help to shape our daily activities.
"
Kingdom,Dr. Pal (Pal),Loughborough University,https://www.atositchallenge.net/idea/dr-pal-pal/,Rohan Venkatram | Jason Owusu-Afriyie,"The concept for the application (“Skills”) in development is a health app for the Amazon Echo Dot conversational interface. The aim of this application is to tackle health in general, but more specifically mental health issues with a particular focus on student well-being. Some of the features the conversational application would have include reminders for medication, mood conversations, medical records, meditation mode, suggestions for reading material on the topic and more. The interactivity is where the artificial intelligence comes in, where the user is able to feel more comfortable communicating with a friendlier interface that, in essence, plays the role of a therapist. Additionally, a mobile application will be created for the user to add extra information (such as health records, etc.) that will then be used by Alexa as a database. This mobile application will also serve as an “on the go” version of the chatbot."
Russia,Alibert –  library assistant,Voronezh State University,https://www.atositchallenge.net/idea/alibert-library-assistant/,Pavel Marinchenko | Zarina Gevak | Anatoly Bedarev,"About us

For all members of our team, books  take a special place in life. They storing the stories that occupy mind and enchant the imagination. Ever since we learned to read, the choice of books has always been a matter of chance. It was advice of relatives and friends. How many important books have not been found yet? To find them in the ocean of human creations, you need to make a lot of effort and constantly be in search, absorbing tens of books. 

Therefore, we want to make an intelligent and friendly service. It contains the powerful search system and analytical modules for finding best recommendations. 
For all members of our team, books  take a special place in life. They storing the stories that occupy mind and enchant the imagination. Ever since we learned to read, the choice of books has always been a matter of chance. It was advice of relatives and friends. How many important books have not been found yet? To find them in the ocean of human creations, you need to make a lot of effort and constantly be in search, absorbing tens of books. 

Therefore, we want to make an intelligent and friendly service. It contains the powerful search system and analytical modules for finding best recommendations. 

"
Senegal,"Touristic , assistant chatbot",African Institute for Mathematical Sciences,https://www.atositchallenge.net/idea/touristic-assistant-chatbot/,Joachna MEYA  LOUA - BOUAYI | Cedric Gacial NGOUNGUE  LANGUE | Irene  Raissa KAMENI  KAMENI | Lionel NGOUPEYOU  TONDJI,"                   Smiley is a virtual assistant serving expatriates, foreigners and local intelligence agents on hotel rooms, find places (location and also drive you on sure and short paths), search for tourist sites and drive you there safely. 
                   For those who wish to stay long in Dakar, smiley also operates on telecommunication (buying chips in the nearest agency to your location, fixed internet, offers on the mobile internet and others).
                       
                 The bot that will be designed will serve as an intelligence agent for expatriates, foreigners and locals wishing to visit a country or a city that is new or foreign to them.

                   Smiley is a virtual assistant designed for the purpose of digital marketing. The latter will be beneficial to companies from all sectors for the prospection of their products. They just need to adapt it to their concept.

                    The bot thus realized, it will be deployed on the platform Messenger of Facebook. To do this, we will use Facebook Api Facebook developers.

                             With smiley, Dakar would not be foreign to you."
Senegal,Medical assistance bot,"African Institute for Mathematical Sciences,Mbour,Senegal",https://www.atositchallenge.net/idea/medical-assistance-bot/,Foutse Yuehgoh | Dieu Merci KIMPOLO NKOKOLO | Mohamed Cheik Ibrahim TRAORE | Barnabas Kouami,"The fact that health care system in Africa is in an abominable state is no surprise for anybody. This is particularly true of the doctor-to-population ratio and the number of hospitals. As of 2004, according to the World Bank, the average health workforce per 100,000 (one hundred thousand) people in Sub-Saharan Africa is 15.5. Even today this has not changed a lot. One of the consequences is that physicians are overwhelmed by the number of patients. Their efficiency diminishes with tiredness. As for the patients, they have to queue for a long time before being able to see a physician. Also some people are far from any kind of medical center. These make people turn to self-medication because of the accessibility of health care.We want to build a mobile application that will allow users to get diagnosis and prescriptions for their disease by discussing with a chatbot. The user will have the opportunity to find the nearest pharmacy. Also the platform will allow for health awareness campaigns (epidemic, vaccination campaign, ...).
As chatbots do not have any specific goal that guides the interaction, the difficulty of evaluation is intrinsic as each conversation is interactive, and the same conversation will not occur more than once; one slightly different answer will lead to a completely different conversation; moreover there is no clear sense of when such a conversation is “complete”. More still, identifying an appropriate database is a challenge as well. Fortunately, chatbots have recently become the focus of greater research interest. As such many solutions are already available to mimic some challenges significantly. All these allows us to confidently believe in this idea."
Belgium,Urban Security,HOWEST,https://www.atositchallenge.net/idea/urban-security/,Jonas Van de Wygaert | Aram Mamian | Ruben Gevaert |  ,"On the 22nd of March 2016 three armed assailants blew themselves up within a crowded airport terminal resulting in several deaths and countless wounded. These three assailants were supported to undertake their actions through several technologies such as social media. Unfortunately, the case of Brussels airport bombing isn’t an isolated one, in the increasingly digital world individuals are more than ever empowered to undertake actions that could harm our society. The broadened threat landscape, originating from the digital world, requires a different mind-set within our law enforcement agencies. To enhance their performance and fulfil their role as protectors of our society they’ll have to evolve and adopt a proactive stance on security. This proactive stance can be achieved by a continuous analysis of recorded visual material which will highlight suspicious behaviour and enable our law enforcement agencies to intervene before the crime occurs. In order to achieve such a feat, an ecosystem must be put in place which builds on Artificial Intelligence, Big Data, the Internet of Things and Distributed Ledger Technologies harmoniously functioning together."
Senegal,"Play,  Learn Find Capability","African Institute for Mathematical Sciences,Mbour,Senegal",https://www.atositchallenge.net/idea/play-learn-find-capability/,Sokhar SAMB | Jamiil Touré ALI | Maimouna GUEYE | Dalmas OTIENO,"Play,  Learn Find Capability  aims to help students in choosing the right career path and facilitate their learning. Its functionalities revolve around  two major aspects. 

First, provides a user-friendly learning environment through structured games and contents based on the capabilities of the learners. 

Second,  it determines or suggest an appropriate career path for the learners.

"
Kingdom,Alexa for Nuffield Health,University College London,https://www.atositchallenge.net/idea/alexa-for-nuffield-health/,Bharghavi Damodharan | Yung Chan | Ivaylo Stefanov,"To use Amazon echo and create a voice-based system to enable members of the Nuffield Heath Gym to make class bookings. Other interactions include cancel books, making queries and checking existing bookings. The aim is to provide a more interactive and efficient way  than the current online version to perform these tasks.

To create a user-friendly and easy-to-use device, we are trying to make our application as interactive as possible. There is a chance that our application will be released into the market and that is why we have been getting feedback from potential users and have been gathering requirements. We believe the actual coding component of the project will take place immediately in January, once we have got the requirements from users and our clients. Overall, we hope to make it more fun for users to manage their bookings  and perhaps we will add more features as we are developing the application. "
Senegal,Doctor’T,Université Gaston Berger,https://www.atositchallenge.net/idea/doctort/,Papa Laity NDIAYE | Mohamadou Faye | Cheikhna Cheikh Mohamed Fadl THIOR | Ndeye CAty DIOP,"Doctor'T is a doctor whose main objective is to allow any user to benefit from a free medical consultation at any time and wherever it may be by a Chatbot mechanism. Indeed Doctor'T will allow anyone wishing to do a consultation where she wants and when she wants. As a result of a question answer DoctorT will propose to the patient a number of solutions according to the answers given. If DoctorT makes the observation that the state of health of the patient is not serious; he can prescribe medication and thus his information in the patient's medical file. If any time the patient asks him the same questions DoctorT will contact his doctor. In case of emergency Doctor will be in charge of alerting the services; transmit the patient's medical data, or suggest a list of surrounding health facilities. On top of that the patient can ask him for the proper diets."
States,Woohoobot,Columbia University,https://www.atositchallenge.net/idea/woohoobot/,Rachel Wu | Megan Wu,"Woohoobot is the next generation digital sales weapon. We believe website navigation is one of the most overlooked part of converting visitors to customers. We're not just talking about UX design that helps the user know where to click. We're talking about instant information accessibility and customer satisfaction. 

Imagine going to, say, a bank's website--one you've never been to before--to get rates on college loans. You want the right information fast, without having to click through a million links to get to a tiny FAQ page with a vague response, or have to do another Google search just to get the same page. Better yet, you want to get all the information you need in the next 30 seconds without having to pick up the phone, be put on hold, and finally ask your questions to a sales agent. 

This is where Woohoobot comes in. Woohoobot solves the problem of difficult-to-navigate websites and limited human resources. It turns a website into a real-time interactive sales agent that can respond to complicated questions (spoken or typed), navigate users to the correct pages based on their questions, and make the browsing experience easier and far more accessible by providing multiple communication channels for the user. Customized by each company, Woohoobot becomes a lightning quick, accurate sales agent--without the long waiting queue. "
Malaysia,Xpress,Asia Pacific University of Technology and Innovation,https://www.atositchallenge.net/idea/xpress/,Ching Yee Jenny Low | Chii Haw Tang | Clement Thye Mun Yew,"Xpress are here to solve the increase in mental problem of the current generations and millennium nowadays, 

The extreme protection given by the parents have form a serious problem in the millenniums. This generation are not ready to accept any failure in their life. The parents are always there to have their child protected with all the successes.

In our life, we will face failure no matter what had been done. When failure comes to this generation, they are still not ready and are still waiting for their parents to wipe off for them. These causes the increase in suicide rate and mental health problem.

According to research, the increase of suicide rate in millenniums are increasing annually. Besides, mental health unstable are rank in top 10 of millenniums problems nowadays. This problem should be solve immediately to save our next generation!

And now,... 
Xpress are here to help and rescue the millenniums."
India,LUDO GAME  FOR BLIND,Shri Vishnu Engineering College For Women,https://www.atositchallenge.net/idea/ludo-game-for-blind/,naga balasri kotha | sowmya kedaresetti | madhuri devi kasu | sai  brahmani,"Around the globe, there are 285 million blind people. Out of them 39 million are totally blind, 246 million are suffering from partial vision among them 15 million are from India.For betterment of their lives many projects have been developed which include Ultrasonic Navigator, Automatic Braille, GPS-Based Voice Alert System, Obstacle Sensing Walking Stick, Blind Audio Guidance System,Braille e-book reader, etc.There are very few mind based games/gadgets available in the market which improve the mental abilities of the blind. Games play major role in refreshing the mind or reducing the mental stress,enhancing thinking capabilitiesand provides entertainment.Therefore, this project aims to develop a game LUDO for visually challenged. Even though, this board game is available in market, the visually challenged people find difficulty in playing the game independently. This aspect stimulates to develop an interactive LUDO game with the help of speech synthesis technology in conjunction with the redesigned LUDO board with less complication. The incorporation of speech synthesis technology and modified version of the LUDO enables the blind to play the game independently with feel.  "
India,Cric Query,JNTU-HYDERABAD,https://www.atositchallenge.net/idea/cric-query/,Praveen Samavedam | Keerthi Prayojitha Bere," It is known to everyone that Indian Cricket team is one of the finest or can say the best teams in the world, in the same fashion the interest for this game in the country is also equivalently extreme. People know much of cricket and about its history but would want to always know the stats of a particular team or individual throughout his/her career. An application which focuses this kind of problem by supporting the users is always handy. A user friendly chat-bot which has the answers to all the questions of the user would be a smart work where a person need not waste his/her time to search the required data manually, instead if the Cric Query is put to the chat-bot time is saved.  "
Kong,Instant Buy,City University of Hong Kong,https://www.atositchallenge.net/idea/instant-buy/,King Hung Nip | Ming Lee | Chi Fung Chiu | Koon Lam Lee,"Instant Buy is a device come along conversational platform for customers to purchase what they need. Through conversation with the device, Instant buy can predict customer’s need in a store according to the analysis of their conversational tone, content, emotions, speed, etc.  Smart, convenient

Instant Buy will return a list of goods for customers to filter out the unwanted and target on the items that they would prefer. Instant Buy is a device can be placed in both home and retailing stores. Instant Buy learns about customer’s purchasing behaviour and implements prediction according to past purchase, as to recommend the most suitable good for customers.

Take a step further, Instant Buy can even handle the purchase process with user’s permission, which means online shopping becomes an action that could be totally implemented by the intelligent conversational platform in the home or in store.

The first stage of the idea would be a focus on the purchase in the supermarket. 

"
Philippines,Classmate Bobby,University of the East,https://www.atositchallenge.net/idea/classmate-bobby/,Clive Fuentebella | Chrystyn Gabrielle Bulatao | Ulyses Edcel Adrales | Jeremiah Punzalan,"As students, we tend to multitask. We do one thing on top of another. However, that can be stressful and we end up irritated all day. 

With the aid to lessen the stress you feel, Classmate Bobby offers top-of-the-line features, along with your basic necessities, that would help to make your student life a more fun and stress-free experience integrated into a bot, a friend, that you could speak with. 

Our friendly classmate will be deployed as a free app in the Play Store of Android devices. In one simple installation, he could be of help to you and your daily life as a student. He'll be your time manager that will help you arrange your activities depending on time and priority. He'll be your coach that will analyze your productivity depending on your actions and advise you meaningful suggestions that might help. He'll be your note taker that will try to listen to every word that your professor says and jot down notes that you might need for review. He'll be integrated with these features and other items that you can experience once you have the application downloaded. "
India,Next gen chatbot cars,R.M.D.Engineering college,https://www.atositchallenge.net/idea/next-gen-chatbot-cars/,Munish V | Ramya K | Priyadarshini V | Raveena S,"Chatbot can look like a normal app. There is an application layer, a database and APIs to call external services. In a case of the chatbot, UI is replaced with chat interface. While Chatbots are easy to use for users, it adds complexity for the app to handle. We are using Chatbots in car so that the user can send the voice message or text message to that chatbot application which will be available in car.So that the application can respond   to user's request and give reply accordingly.The  reply will be in the form of action like opening the door,turning on the light,etc.The chatbots work by adopting 3 classification methods:
Pattern Matchers,Algorithms,Artificial Neural Networks.Each method uses a different approach or different language like “Artificial Intelligence Markup Language” (AIML)


"
Philippines,Bus TAP,Asia Pacific College,https://www.atositchallenge.net/idea/bus-tap/,Justin Besmano | Anna Alcaraz | Sammy Angot | Job Brioso,"The application would allow to help all commuters by allowing to have an assistance during the span of their travel. The Bus TAP aims to:
Provide relevant information regarding the location of a bus, condition of a bus, time of arrival;
Provide a reservation system that would help the local commuters to book a trip for their travel;
Connect bus companies to their customers by allowing the commuters to review and give feedback about their trip and locate the current situation of their commuters;
Help users navigate their way around the route of the bus, the app will show the user's itinerary from the point of origin to destination. 
The app will also provide detailed itineraries to the user from an origin to a destination they input in the app. Furthermore, point of interest around the map of the vicinity of the bus’s route will be available
"
India,urban management and early flood detection system.,Shri Vishnu Engineering College For Women,https://www.atositchallenge.net/idea/urban-management-and-early-flood-detection-system/,deepika vallabhaneni | moulika uppalapati,"Floods occur most commonly when water from heavy rainfall, from melting ice and snow in the  country that having cold weather, or from a combination of these exceeds the carrying capacity of the river system, lake, or ocean into which it runs. Due to the effect, many study been conducted as to get ready with a system to alarm people from this disaster.  The objective of this project is to monitor the flood situation & send alert in case of danger in the form of sound with the help of buzzer. Floods lead to a vast loss of life and property in many countries. But in developing countries the lack of proper technology leads to more loss of life and property due to flood. This is due to lack of flood detection systems. By the indication of sound automatically the house can be lift by motors on detecting the watet level comparing to the given prescribed level. These reduces  the damages and this project can be shown practically. Our project solves problem by implementing an early flood detection mechanism."
